5.000000000000000104e-03,6.030211121869346810e-05
1.499999999999999944e-02,1.125900212784104347e-03
2.500000000000000139e-02,2.181691882139265640e-03
3.500000000000000333e-02,3.122287915706290374e-03
4.499999999999999833e-02,4.078823361960293853e-03
5.500000000000000028e-02,6.461064809339639448e-03
6.500000000000000222e-02,1.334424854270402881e-02
7.500000000000001110e-02,1.465634831318020879e-02
8.499999999999999223e-02,1.458795369032760136e-02
9.500000000000000111e-02,1.478538387848989978e-02
1.050000000000000100e-01,1.640567202333951397e-02
1.149999999999999911e-01,1.954279502878960434e-02
1.250000000000000000e-01,2.080025038934146808e-02
1.350000000000000089e-01,2.093990461067395115e-02
1.450000000000000178e-01,2.169714122648824794e-02
1.549999999999999989e-01,2.498210221022993671e-02
1.650000000000000078e-01,3.058880815487666910e-02
1.749999999999999889e-01,3.374995776242314949e-02
1.849999999999999978e-01,3.418193753629900772e-02
1.950000000000000067e-01,3.440701370424701505e-02
2.050000000000000155e-01,3.525792247860768530e-02
2.149999999999999967e-01,3.648769657170001374e-02
2.250000000000000056e-01,3.754572879058491741e-02
2.349999999999999867e-01,3.817184945416499109e-02
2.449999999999999956e-01,3.841608589272646479e-02
2.550000000000000044e-01,3.862860211566291474e-02
2.650000000000000133e-01,3.874373279085839561e-02
2.750000000000000222e-01,3.857882200806828782e-02
2.850000000000000311e-01,3.834555697269637076e-02
2.949999999999999845e-01,3.828557286832203616e-02
3.049999999999999933e-01,3.935844761690551058e-02
3.150000000000000022e-01,4.079386998184657970e-02
3.250000000000000111e-01,4.179111693778751746e-02
3.350000000000000200e-01,4.185040817196584995e-02
3.450000000000000289e-01,4.233240521931607575e-02
3.549999999999999822e-01,4.378376752539674815e-02
3.649999999999999911e-01,4.567896965074755983e-02
3.750000000000000000e-01,4.691197244399996497e-02
3.850000000000000089e-01,4.685088142468971095e-02
3.950000000000000178e-01,4.618800485787234039e-02
4.050000000000000266e-01,4.577423953226510828e-02
4.150000000000000355e-01,4.558538772885954021e-02
4.249999999999999889e-01,4.474543390135677506e-02
4.349999999999999978e-01,4.388407034843647830e-02
4.450000000000000067e-01,4.333411586950911693e-02
4.550000000000000155e-01,4.301265373160104849e-02
4.650000000000000244e-01,4.267822374147171860e-02
4.749999999999999778e-01,4.160805463021564204e-02
4.849999999999999867e-01,4.101256596774478791e-02
4.949999999999999956e-01,4.032734785700886615e-02
5.050000000000000044e-01,4.020503421152137047e-02
5.150000000000000133e-01,4.146551870620394237e-02
5.250000000000000222e-01,4.171020419266978363e-02
5.350000000000000311e-01,4.165440798859867955e-02
5.450000000000000400e-01,4.150232670109425120e-02
5.550000000000000488e-01,4.131713057721746879e-02
5.650000000000000577e-01,4.228028306721252211e-02
5.749999999999999556e-01,4.184014168387693855e-02
5.849999999999999645e-01,4.150950298848846837e-02
5.949999999999999734e-01,4.144183603792851028e-02
6.049999999999999822e-01,4.150942556291053326e-02
6.149999999999999911e-01,4.156421575372229449e-02
6.250000000000000000e-01,4.143930608317730052e-02
6.350000000000000089e-01,4.141968816263497111e-02
6.450000000000000178e-01,4.140730258509946193e-02
6.550000000000000266e-01,4.095686588141072421e-02
6.650000000000000355e-01,3.953254783273308509e-02
6.750000000000000444e-01,3.914016976151144661e-02
6.850000000000000533e-01,3.912747219960505812e-02
6.950000000000000622e-01,3.904375458491968903e-02
7.050000000000000711e-01,3.846825852002300900e-02
7.149999999999999689e-01,3.719634880357844398e-02
7.249999999999999778e-01,3.663697867121018525e-02
7.349999999999999867e-01,3.656703675756553529e-02
7.449999999999999956e-01,3.655859641064848620e-02
7.550000000000000044e-01,3.613681104628644475e-02
7.650000000000000133e-01,3.496736071177765359e-02
7.750000000000000222e-01,3.459418585307529742e-02
7.850000000000000311e-01,3.454202979550585750e-02
7.950000000000000400e-01,3.448086474128883583e-02
8.050000000000000488e-01,3.469119154499193669e-02
8.150000000000000577e-01,3.625735084245205325e-02
8.250000000000000666e-01,3.650370528985275725e-02
8.349999999999999645e-01,3.644043686973856555e-02
8.449999999999999734e-01,3.635406015452016110e-02
8.549999999999999822e-01,3.550729927956260829e-02
8.649999999999999911e-01,3.240839345617739509e-02
8.750000000000000000e-01,3.168526569091621031e-02
8.850000000000000089e-01,3.160258329146418965e-02
8.950000000000000178e-01,3.151118035347131446e-02
9.050000000000000266e-01,3.210131084314310490e-02
9.150000000000000355e-01,3.451445573418950724e-02
9.250000000000000444e-01,3.499345359645630177e-02
9.350000000000000533e-01,3.496515426273594934e-02
9.450000000000000622e-01,3.490146563505434896e-02
9.550000000000000711e-01,3.409442189396031525e-02
9.649999999999999689e-01,3.129056781807354470e-02
